id , 3HSP Source name , BZcat name , R.A. , Dec , NVSS/FIRSTflux density(mJy) , X-ray flux d. @ 1keV (μJy) , Log(peak flux) , FOM , γ-ray counterpart , Fermi γ-ray slope , 2WHSP name
1734 , "3HSPJ195755.0-241950" , "" , "19 57 55.01" , "-24 19 50.01" , "106.9" , "0.2" , "-11.9" , 0.5 , "" , "" , "2WHSPJ195755.0-241950"
1735 , "3HSPJ195800.5+243806" , "" , "19 58 00.47" , "+24 38 06.0" , "23.3" , "" , "-11.4" , 1.58 , "4FGL J1958.1+2438" , "1.68" , ""
1736 , "3HSPJ195812.7+694325" , "" , "19 58 12.66" , "+69 43 24.99" , "8.4" , "" , "-12.4" , 0.16 , "FL8Y J1957.9+6941" , "" , ""
1737 , "3HSPJ195814.1-301111" , "5BZGJ1958-3011" , "19 58 14.9" , "-30 11 11.0" , "150" , "1.08" , "-11.3" , 2 , "4FGL J1958.3-3010" , "1.82" , "2WHSPJ195814.8-301111"
1738 , "3HSPJ195945.7-472519" , "" , "19 59 45.65" , "-47 25 18.98" , "23.8" , "0.46" , "-11.4" , 1.58 , "4FGL J1959.7-4725" , "1.81" , "2WHSPJ195945.5-472518"
1739 , "3HSPJ195959.8+650854" , "5BZBJ1959+6508" , "19 59 59.82" , "+65 08 53.98" , "250.2" , "12.51" , "-10.1" , 31.62 , "4FGL J2000.0+6508" , "1.88" , "2WHSPJ195959.8+650853"
1740 , "3HSPJ200053.9-364226" , "" , "20 00 53.94" , "-36 42 25.99" , "3.6" , "0.12" , "-12.2" , 0.25 , "" , "" , "2WHSPJ200054.0-364226"
1741 , "3HSPJ200112.9+435252" , "5BZBJ2001+4352" , "20 01 12.86" , "+43 52 51.99" , "104.3" , "1.08" , "-10.7" , 7.94 , "4FGL J2001.2+4353" , "1.97" , "2WHSPJ200112.7+435251"
1742 , "3HSPJ200204.2-573645" , "" , "20 02 04.18" , "-57 36 44.99" , "18" , "0.13" , "-11.7" , 0.79 , "4FGL J2001.9-5737" , "1.94" , "2WHSPJ200204.0-573644"
1743 , "3HSPJ200213.7-583736" , "" , "20 02 13.67" , "-58 37 36.01" , "37.2" , "0.09" , "-12.2" , 0.25 , "" , "" , "2WHSPJ200213.6-583736"
1744 , "3HSPJ200227.3-711936" , "" , "20 02 27.27" , "-71 19 36.01" , "81.3" , "" , "-11.9?" , 0.5 , "4FGL J2002.4-7119" , "1.71" , ""
1745 , "3HSPJ200245.4+630233" , "" , "20 02 45.37" , "+63 02 32.99" , "11.6" , "0.22" , "-12.1" , 0.32 , "4FGL J2002.6+6302" , "2.13" , "2WHSPJ200245.3+630232"
1746 , "3HSPJ200506.0+700439" , "5BZBJ2005+7004" , "20 05 05.96" , "+70 04 39.0" , "8.1" , "0.66" , "-11.8" , 0.63 , "4FGL J2005.1+7003" , "1.91" , "2WHSPJ200505.8+700439"
1747 , "3HSPJ200632.1+635549" , "" , "20 06 32.8" , "+63 55 49.0" , "5.5" , "0.08" , "-12.4" , 0.16 , "" , "" , "2WHSPJ200632.8+635549"
1748 , "3HSPJ200925.4-484953" , "5BZBJ2009-4849" , "20 09 25.38" , "-48 49 53.0" , "1299" , "1.59" , "-10.3" , 19.95 , "4FGL J2009.4-4849" , "1.77" , "2WHSPJ200925.3-484953"
1749 , "3HSPJ201002.9-244737" , "" , "20 10 02.93" , "-24 47 36.99" , "29.7" , "0.08" , "-12.3" , 0.2 , "" , "" , "2WHSPJ201002.8-244736"
1750 , "3HSPJ201201.0-771219" , "" , "20 12 00.97" , "-77 12 19.0" , "9.6" , "0.18" , "-12" , 0.4 , "1BIGB_J201200.9-771219" , "2.07" , "2WHSPJ201200.9-771219"
1751 , "3HSPJ201213.7-523251" , "" , "20 12 13.71" , "-52 32 50.99" , "25.3" , "" , "-12.2" , 0.25 , "4FGL J2012.1-5234" , "1.8" , ""
1752 , "3HSPJ201428.6-004722" , "5BZBJ2014-0047" , "20 14 28.63" , "-00 47 21.98" , "124.9" , "0.19" , "-11.9" , 0.5 , "4FGL J2014.3-0047" , "1.83" , "2WHSPJ201428.6-004721"
1753 , "3HSPJ201431.1+064852" , "5BZBJ2014+0648" , "20 14 31.07" , "+06 48 51.98" , "15.9" , "0.12" , "-11.7" , 0.79 , "4FGL J2014.5+0648" , "1.92" , ""
1754 , "3HSPJ201503.1+162227" , "" , "20 15 03.8" , "+16 22 27.01" , "483.7" , "0.13" , "-12.2" , 0.25 , "4FGL J2015.0+1621" , "2.41" , ""
1755 , "3HSPJ201525.0-143203" , "" , "20 15 25.01" , "-14 32 03.01" , "13.5" , "" , "-12.3" , 0.2 , "4FGL J2015.3-1432" , "1.77" , ""
1756 , "3HSPJ201619.6+495324" , "" , "20 16 19.55" , "+49 53 24.0" , "10.8" , "1.18" , "-11.8" , 0.63 , "4FGL J2016.3+4953" , "1.79" , ""
1757 , "3HSPJ201924.7+712624" , "" , "20 19 24.73" , "+71 26 23.99" , "15.8" , "0.08" , "-11.9" , 0.5 , "" , "" , "2WHSPJ201924.7+712623"
1758 , "3HSPJ202143.9-722611" , "" , "20 21 43.86" , "-72 26 11.0" , "34.4" , "" , "-12" , 0.4 , "4FGL J2022.0-7224" , "1.95" , ""
1759 , "3HSPJ202429.4-084804" , "" , "20 24 29.37" , "-08 48 03.99" , "37.1" , "0.72" , "-11.8" , 0.63 , "4FGL J2024.4-0847" , "1.7" , "2WHSPJ202429.2-084803"
1760 , "3HSPJ202630.8+764448" , "" , "20 26 30.78" , "+76 44 48.01" , "6.4" , "0.28" , "-12" , 0.4 , "4FGL J2026.1+7645" , "1.84" , "2WHSPJ202630.7+764448"
1761 , "3HSPJ202658.4+334308" , "" , "20 26 58.43" , "+33 43 08.0" , "5.5" , "0.77" , ">-11.3" , 2 , "4FGL J2027.0+3343" , "1.77" , ""
1762 , "3HSPJ202830.3+764736" , "" , "20 28 30.28" , "+76 47 35.98" , "5" , "0.04" , "-12.5" , 0.13 , "" , "1.84" , ""
1763 , "3HSPJ203024.0-503413" , "" , "20 30 24.04" , "-50 34 13.0" , "20.4" , "" , "-12.6" , 0.1 , "4FGL J2030.3-5038" , "1.69" , ""
1764 , "3HSPJ203027.1-143917" , "" , "20 30 27.9" , "-14 39 16.99" , "36" , "" , "-12.5" , 0.13 , "4FGL J2030.5-1439" , "1.87" , ""
1765 , "3HSPJ203031.7+223439" , "" , "20 30 31.68" , "+22 34 39.0" , "5.3" , "" , "-12" , 0.4 , "4FGL J2030.5+2235" , "1.78" , ""
1766 , "3HSPJ203057.1+193612" , "" , "20 30 57.12" , "+19 36 11.98" , "56.8" , "0.22" , "-11.8" , 0.63 , "4FGL J2030.9+1935" , "1.83" , "2WHSPJ203057.1+193611"
1767 , "3HSPJ203117.6+002745" , "" , "20 31 17.61" , "+00 27 45.0" , "5.8" , "0.09" , "-12.7?" , 0.08 , "" , "" , ""
1768 , "3HSPJ203156.1-345850" , "" , "20 31 56.09" , "-34 58 50.01" , "14.6" , "0.09" , "-12.4" , 0.16 , "" , "" , "2WHSPJ203155.9-345850"
1769 , "3HSPJ203451.1-420038" , "" , "20 34 51.07" , "-42 00 38.01" , "" , "0.25" , "-11.6" , 1 , "4FGL J2034.8-4200" , "1.95" , "2WHSPJ203450.9-420038"
1770 , "3HSPJ203508.6-471708" , "" , "20 35 08.64" , "-47 17 08.01" , "84.9" , "0.08" , "-12.2" , 0.25 , "" , "" , "2WHSPJ203508.5-471708"
1771 , "3HSPJ203649.5-332830" , "" , "20 36 49.49" , "-33 28 30.0" , "3.5" , "0.36" , "-11.8" , 0.63 , "4FGL J2036.9-3329" , "1.3" , "2WHSPJ203649.3-332830"
1772 , "3HSPJ203844.1-263632" , "5BZBJ2038-2636" , "20 38 44.9" , "-26 36 32.0" , "5.7" , "0.45" , "-12.3" , 0.2 , "" , "" , "2WHSPJ203844.8-263632"
1773 , "3HSPJ203856.1-185916" , "" , "20 38 56.7" , "-18 59 16.0" , "3.8" , "0.08" , "-12.6" , 0.1 , "" , "" , "2WHSPJ203856.7-185916"
1774 , "3HSPJ203923.5+521950" , "5BZBJ2039+5219" , "20 39 23.51" , "+52 19 50.01" , "41.6" , "0.71" , "-11.6" , 1 , "4FGL J2039.5+5218" , "1.89" , ""
1775 , "3HSPJ203941.1-422052" , "" , "20 39 41.13" , "-42 20 52.0" , "13.2" , "0.07" , "-12.4" , 0.16 , "" , "" , "2WHSPJ203941.0-422052"
1776 , "3HSPJ204006.6-462018" , "" , "20 40 06.61" , "-46 20 17.98" , "41.3" , "0.2" , "-11.8" , 0.63 , "4FGL J2040.1-4621" , "1.78" , "2WHSPJ204006.5-462017"
1777 , "3HSPJ204008.3-711459" , "" , "20 40 08.27" , "-71 14 58.99" , "494.2" , "0.68" , "-11.2" , 2.51 , "4FGL J2040.2-7115" , "1.8" , "2WHSPJ204008.2-711458"
1778 , "3HSPJ204150.2-373339" , "" , "20 41 50.22" , "-37 33 38.98" , "125" , "0.65" , "-11.5" , 1.26 , "4FGL J2041.9-3735" , "1.78" , "2WHSPJ204150.2-373338"
1779 , "3HSPJ204201.9-731913" , "" , "20 42 01.91" , "-73 19 13.0" , "33.4" , "" , "-11.8" , 0.63 , "4FGL J2041.8-7319" , "2.21" , "2WHSPJ204201.9-731913"
1780 , "3HSPJ204206.0+242652" , "5BZGJ2042+2426" , "20 42 06.04" , "+24 26 52.0" , "70.3" , "2.54" , "-11.4" , 1.58 , "4FGL J2042.1+2427" , "1.87" , "2WHSPJ204205.9+242652"
1781 , "3HSPJ204600.5-343017" , "" , "20 46 00.54" , "-34 30 16.99" , "13" , "0.14" , "-12.3" , 0.2 , "" , "" , "2WHSPJ204600.4-343016"
1782 , "3HSPJ204735.1+793800" , "" , "20 47 35.05" , "+79 37 59.98" , "9.8" , "0.03" , "-12.8" , 0.06 , "" , "" , "2WHSPJ204734.9+793759"
1783 , "3HSPJ204735.1-290859" , "5BZBJ2047-2908" , "20 47 35.9" , "-29 08 58.99" , "10.7" , "0.31" , ">-12.1" , 0.32 , "" , "" , "2WHSPJ204735.8-290858"
1784 , "3HSPJ204921.7-003926" , "5BZGJ2049-0039" , "20 49 21.73" , "-00 39 25.99" , "6" , "0.64" , "-12.1" , 0.32 , "4FGL J2049.7-0036" , "1.5" , "2WHSPJ204921.7-003925"
1785 , "3HSPJ205242.5+081040" , "5BZBJ2052+0810" , "20 52 42.54" , "+08 10 40.0" , "6.2" , "0.55" , "-12?" , 0.4 , "4FGL J2052.5+0810" , "1.46" , "2WHSPJ205242.4+081040"
1786 , "3HSPJ205350.7+292314" , "" , "20 53 50.71" , "+29 23 13.99" , "37.4" , "1.17" , "-11.3" , 2 , "4FGL J2053.8+2922" , "1.54" , ""
1787 , "3HSPJ205456.8+001537" , "5BZGJ2054+0015" , "20 54 56.84" , "+00 15 37.0" , "57.1" , "0.44" , "-12" , 0.4 , "4FGL J2054.8+0015" , "1.73" , "2WHSPJ205456.8+001537"
1788 , "3HSPJ205528.2-002117" , "5BZBJ2055-0021" , "20 55 28.21" , "-00 21 16.99" , "41" , "1.59" , ">-10.9" , 5.01 , "4FGL J2055.4-0020" , "1.62" , "2WHSPJ205528.2-002116"
1789 , "3HSPJ205637.1+221845" , "" , "20 56 37.09" , "+22 18 45.0" , "109.5" , "0.12" , "-12.3" , 0.2 , "" , "" , "2WHSPJ205637.0+221845"
1790 , "3HSPJ205642.7+494005" , "" , "20 56 42.68" , "+49 40 05.01" , "167.7" , "4.1" , "-11" , 3.98 , "4FGL J2056.7+4939" , "1.78" , ""
1791 , "3HSPJ205846.7-144304" , "" , "20 58 46.73" , "-14 43 04.0" , "147" , "" , "-12.2" , 0.25 , "4FGL J2058.8-1442" , "1.97" , "2WHSPJ205846.6-144304"
1792 , "3HSPJ205938.6-003755" , "5BZGJ2059-0037" , "20 59 38.56" , "-00 37 54.98" , "15.2" , "0.22" , "-12.4" , 0.16 , "" , "" , "2WHSPJ205938.5-003754"
1793 , "3HSPJ210050.6-430532" , "" , "21 00 50.63" , "-43 05 31.99" , "20.5" , "0.12" , "-12.5" , 0.13 , "" , "" , "2WHSPJ210050.5-430531"
1794 , "3HSPJ210123.1-454949" , "" , "21 01 23.05" , "-45 49 49.0" , "248.1" , "" , "-11.4" , 1.58 , "" , "" , "2WHSPJ210122.9-454949"
1795 , "3HSPJ210123.9+091324" , "" , "21 01 23.86" , "+09 13 23.98" , "54.8" , "0.2" , "-11.8" , 0.63 , "4FGL J2101.3+0912" , "2.05" , "2WHSPJ210123.8+091323"
1796 , "3HSPJ210338.4-623225" , "" , "21 03 38.38" , "-62 32 25.0" , "83.5" , "0.12" , "-11.3" , 2 , "4FGL J2103.8-6233" , "1.98" , "2WHSPJ210338.2-623225"
1797 , "3HSPJ210415.9+211808" , "" , "21 04 15.91" , "+21 18 07.99" , "14.7" , "0.09" , "-12" , 0.4 , "4FGL J2104.4+2116" , "2.05" , "2WHSPJ210415.9+211807"
1798 , "3HSPJ210421.9-021238" , "" , "21 04 21.93" , "-02 12 38.01" , "14.1" , "0.21" , "-11.7" , 0.79 , "4FGL J2104.3-0212" , "1.52" , "2WHSPJ210421.8-021238"
1799 , "3HSPJ210451.1+050320" , "" , "21 04 51.05" , "+05 03 20.01" , "137.2" , "0.16" , "-11.8" , 0.63 , "" , "" , "2WHSPJ210450.9+050320"
1800 , "3HSPJ210721.2-145418" , "" , "21 07 21.17" , "-14 54 17.99" , "37.5" , "0.22" , "-12.1" , 0.32 , "" , "" , "2WHSPJ210721.1-145417"
1801 , "3HSPJ210844.7-025034" , "5BZBJ2108-0250" , "21 08 44.72" , "-02 50 34.0" , "127.2" , "0.33" , "-11.8" , 0.63 , "4FGL J2108.7-0250" , "1.94" , "2WHSPJ210844.6-025034"
1802 , "3HSPJ210936.1+395513" , "" , "21 09 36.13" , "+39 55 13.0" , "8.5" , "" , "-11.9" , 0.5 , "4FGL J2109.6+3954" , "1.61" , ""
1803 , "3HSPJ211011.2-861847" , "" , "21 10 11.17" , "-86 18 47.01" , "25.1" , "0.08" , "-12" , 0.4 , "4FGL J2109.8-8618" , "1.74" , "2WHSPJ211011.1-861847"
1804 , "3HSPJ211207.5-144412" , "" , "21 12 07.46" , "-14 44 12.01" , "35.3" , "0.26" , "-12.1" , 0.32 , "" , "" , "2WHSPJ211207.3-144412"
1805 , "3HSPJ211243.0+081835" , "" , "21 12 43.0" , "+08 18 34.99" , "23.5" , "0.88" , "-11.9" , 0.5 , "4FGL J2112.7+0819" , "1.81" , "2WHSPJ211243.0+081834"
1806 , "3HSPJ211349.1+082501" , "" , "21 13 49.6" , "+08 25 00.98" , "68.6" , "0.14" , "-12.2" , 0.25 , "" , "" , "2WHSPJ211349.6+082500"
1807 , "3HSPJ211353.1+133017" , "" , "21 13 53.7" , "+13 30 16.99" , "68.9" , "0.24" , "-12" , 0.4 , "" , "" , "2WHSPJ211353.6+133016"
1808 , "3HSPJ211355.6-015540" , "" , "21 13 55.62" , "-01 55 40.0" , "45.7" , "0.06" , "-12.2" , 0.25 , "" , "" , "2WHSPJ211355.6-015540"
1809 , "3HSPJ211501.0-005641" , "" , "21 15 01.4" , "-00 56 40.99" , "17.2" , "0.09" , "-12.5" , 0.13 , "" , "" , "2WHSPJ211501.3-005640"
1810 , "3HSPJ211522.0+121802" , "" , "21 15 22.0" , "+12 18 02.01" , "16.5" , "" , "-11.9" , 0.5 , "4FGL J2115.2+1218" , "2.16" , ""
1811 , "3HSPJ211544.1-012545" , "" , "21 15 44.06" , "-01 25 45.01" , "4.8" , "0.28" , "-12.1" , 0.32 , "" , "" , "2WHSPJ211543.9-012545"
1812 , "3HSPJ211605.0+251200" , "" , "21 16 05.02" , "+25 11 59.99" , "6.8" , "0.02" , "-12.5" , 0.13 , "" , "" , "2WHSPJ211604.9+251159"
1813 , "3HSPJ211614.5+333920" , "5BZBJ2116+3339" , "21 16 14.52" , "+33 39 20.01" , "116.3" , "0.09" , "-11.4" , 1.58 , "4FGL J2116.2+3339" , "1.91" , ""
1814 , "3HSPJ211754.1-324328" , "" , "21 17 54.9" , "-32 43 27.98" , "22.6" , "0.11" , "-12.2" , 0.25 , "4FGL J2117.8-3243" , "2.31" , "2WHSPJ211754.8-324327"
1815 , "3HSPJ212125.5-831914" , "" , "21 21 25.48" , "-83 19 14.01" , "6.5" , "0.1" , "-12.4" , 0.16 , "" , "" , "2WHSPJ212125.3-831914"
1816 , "3HSPJ212233.8+192527" , "" , "21 22 33.76" , "+19 25 27.01" , "5" , "0.05" , "-12.4" , 0.16 , "" , "" , "2WHSPJ212233.7+192527"
1817 , "3HSPJ212307.3-103648" , "5BZBJ2123-1036" , "21 23 07.25" , "-10 36 47.98" , "119.2" , "1.75" , "-12.1" , 0.32 , "" , "" , ""
1818 , "3HSPJ212743.0+361305" , "5BZBJ2127+3613" , "21 27 43.02" , "+36 13 05.01" , "191.8" , "0.7" , "-11.5" , 1.26 , "4FGL J2127.7+3612" , "1.9" , "2WHSPJ212743.0+361305"
1819 , "3HSPJ212840.0-194152" , "" , "21 28 39.95" , "-19 41 52.0" , "86.5" , "0.12" , "-12.3" , 0.2 , "" , "" , "2WHSPJ212839.9-194152"
1820 , "3HSPJ212940.7+003527" , "5BZUJ2129+0035" , "21 29 40.66" , "+00 35 26.98" , "9.2" , "0.12" , "-12.5?" , 0.13 , "" , "" , "2WHSPJ212940.6+003526"
1821 , "3HSPJ213004.8-563222" , "" , "21 30 04.76" , "-56 32 21.98" , "11" , "0.04" , "-12.5" , 0.13 , "" , "" , "2WHSPJ213004.6-563221"
1822 , "3HSPJ213103.2-274657" , "5BZBJ2131-2746" , "21 31 03.24" , "-27 46 56.99" , "37.5" , "0.51" , "-11.5" , 1.26 , "4FGL J2131.0-2746" , "1.7" , "2WHSPJ213103.1-274656"
1823 , "3HSPJ213135.0-091523" , "5BZBJ2131-0915" , "21 31 35.4" , "-09 15 23.0" , "43.6" , "0.99" , "-11.5" , 1.26 , "4FGL J2131.5-0916" , "2.02" , "2WHSPJ213135.3-091523"
1824 , "3HSPJ213151.5-251558" , "5BZBJ2131-2515" , "21 31 51.53" , "-25 15 57.99" , "11" , "0.58" , "-11.5" , 1.26 , "4FGL J2131.7-2515" , "2.01" , "2WHSPJ213151.4-251557"
1825 , "3HSPJ213306.0-281536" , "" , "21 33 06.3" , "-28 15 36.0" , "83.3" , "0.09" , "-12.1" , 0.32 , "" , "" , "2WHSPJ213306.3-281536"
1826 , "3HSPJ213314.4+252859" , "5BZGJ2133+2528" , "21 33 14.35" , "+25 28 59.01" , "39.8" , "" , "-12.1" , 0.32 , "4FGL J2133.1+2529" , "2.01" , ""
1827 , "3HSPJ213349.2+664704" , "" , "21 33 49.19" , "+66 47 03.98" , "35.6" , "0.13" , "-11.9" , 0.5 , "4FGL J2133.9+6646" , "2.08" , ""
1828 , "3HSPJ213448.2-164205" , "" , "21 34 48.22" , "-16 42 05.0" , "6" , "" , "-12.6" , 0.1 , "" , "" , "2WHSPJ213448.1-164205"
1829 , "3HSPJ213510.9+224307" , "" , "21 35 10.91" , "+22 43 06.99" , "21" , "0.11" , "-12.6" , 0.1 , "" , "" , "2WHSPJ213510.9+224306"
1830 , "3HSPJ213818.4-352204" , "" , "21 38 18.35" , "-35 22 04.0" , "11.7" , "" , "-12.5" , 0.13 , "" , "" , "2WHSPJ213818.3-352204"
1831 , "3HSPJ213821.1+355823" , "" , "21 38 21.12" , "+35 58 23.01" , "59.1" , "0.26" , "-11.9" , 0.5 , "4FGL J2138.3+3556" , "1.87" , ""
1832 , "3HSPJ213852.7-205347" , "5BZBJ2138-2053" , "21 38 52.74" , "-20 53 47.0" , "9.9" , "0.5" , "-11.7" , 0.79 , "4FGL J2138.8-2055" , "1.39" , "2WHSPJ213852.6-205347"
1833 , "3HSPJ214130.9+211526" , "" , "21 41 30.89" , "+21 15 25.99" , "26.8" , "0.22" , "-12.3" , 0.2 , "" , "" , "2WHSPJ214130.7+211525"
1834 , "3HSPJ214226.5+365949" , "" , "21 42 26.48" , "+36 59 48.98" , "8.8" , "0.97" , "-11.5" , 1.26 , "4FGL J2142.4+3659" , "1.97" , "2WHSPJ214226.4+365948"
1835 , "3HSPJ214239.8-202819" , "" , "21 42 39.78" , "-20 28 18.98" , "3.5" , "" , "-12.6" , 0.1 , "4FGL J2142.5-2029" , "1.52" , ""
1836 , "3HSPJ214247.6+195810" , "" , "21 42 47.62" , "+19 58 09.98" , "15.1" , "" , "-11.9" , 0.5 , "4FGL J2142.8+1958" , "2.01" , ""
1837 , "3HSPJ214255.6-391312" , "" , "21 42 55.62" , "-39 13 11.99" , "8" , "0.04" , "-12.6" , 0.1 , "" , "" , "2WHSPJ214255.6-391311"
1838 , "3HSPJ214410.0-195600" , "" , "21 44 10.01" , "-19 55 59.98" , "41.9" , "0.11" , "-12.4" , 0.16 , "" , "" , "2WHSPJ214410.0-195559"
1839 , "3HSPJ214429.6-563849" , "" , "21 44 29.57" , "-56 38 48.98" , "" , "0.1" , "-12.5" , 0.13 , "3FGL J2144.6-5640" , "2.46" , ""
1840 , "3HSPJ214442.1-181800" , "" , "21 44 42.09" , "-18 18 00.0" , "37.3" , "0.21" , "-12.2" , 0.25 , "" , "" , "2WHSPJ214442.0-181800"
1841 , "3HSPJ214453.4-185725" , "" , "21 44 53.35" , "-18 57 24.98" , "44.6" , "0.08" , "-12.7" , 0.08 , "" , "" , "2WHSPJ214453.2-185724"
1842 , "3HSPJ214530.2+100605" , "" , "21 45 30.18" , "+10 06 05.0" , "68.5" , "" , "-12.1" , 0.32 , "4FGL J2145.5+1006" , "1.55" , ""
1843 , "3HSPJ214533.4-043439" , "5BZGJ2145-0434" , "21 45 33.37" , "-04 34 38.99" , "68.1" , "0.58" , "-12" , 0.4 , "1BIGB_J214533.3-043438" , "2.81" , "2WHSPJ214533.3-043438"
1844 , "3HSPJ214552.3+071927" , "5BZBJ2145+0719" , "21 45 52.29" , "+07 19 27.01" , "102" , "1.1" , "-11.7" , 0.79 , "4FGL J2145.7+0718" , "2.66" , "2WHSPJ214552.1+071927"
1845 , "3HSPJ214609.1+850148" , "" , "21 46 09.6" , "+85 01 48.0" , "26.4" , "0.23" , "-11.9" , 0.5 , "" , "" , "2WHSPJ214609.6+850148"
1846 , "3HSPJ214625.1-474837" , "5BZBJ2146-4748" , "21 46 25.7" , "-47 48 37.0" , "37.6" , "0.42" , "-12.1" , 0.32 , "" , "" , "2WHSPJ214625.6-474837"
1847 , "3HSPJ214637.0-134400" , "5BZBJ2146-1344" , "21 46 36.95" , "-13 43 59.98" , "23" , "0.33" , "-11.6" , 1 , "4FGL J2146.5-1344" , "1.66" , "2WHSPJ214636.9-134359"
1848 , "3HSPJ214924.0-563112" , "" , "21 49 24.0" , "-56 31 12.0" , "11.2" , "0.05" , "-12.5" , 0.13 , "" , "" , "2WHSPJ214924.0-563112"
1849 , "3HSPJ215006.4-044130" , "" , "21 50 06.35" , "-04 41 30.01" , "6.9" , "0.13" , "-12.5" , 0.13 , "" , "" , "2WHSPJ215006.3-044130"
1850 , "3HSPJ215006.8-245723" , "" , "21 50 06.82" , "-24 57 23.0" , "29" , "0.05" , "-12.3" , 0.2 , "" , "" , "2WHSPJ215006.7-245723"
1851 , "3HSPJ215015.5-141049" , "5BZGJ2150-1410" , "21 50 15.51" , "-14 10 49.0" , "68.4" , "2.36" , "-11.3" , 2 , "4FGL J2150.1-1410" , "1.83" , "2WHSPJ215015.4-141049"
1852 , "3HSPJ215051.7+111916" , "5BZBJ2150+1119" , "21 50 51.71" , "+11 19 15.99" , "10" , "" , "-12.2" , 0.25 , "4FGL J2150.8+1118" , "2.16" , ""
1853 , "3HSPJ215123.2+415633" , "" , "21 51 23.21" , "+41 56 33.0" , "26.9" , "" , "-11.7" , 0.79 , "4FGL J2151.4+4156" , "1.85" , ""
1854 , "3HSPJ215214.0-120541" , "5BZBJ2152-1205" , "21 52 14.1" , "-12 05 40.99" , "53.5" , "0.73" , "-12" , 0.4 , "4FGL J2152.0-1205" , "2.3" , "2WHSPJ215214.0-120540"
1855 , "3HSPJ215258.4+172459" , "" , "21 52 58.38" , "+17 24 59.0" , "12.9" , "0.06" , "-12.6" , 0.1 , "" , "2.18" , "2WHSPJ215258.3+172459"
1856 , "3HSPJ215305.3-004230" , "5BZBJ2153-0042" , "21 53 05.32" , "-00 42 29.98" , "24.8" , "0.84" , ">-11.4" , 1.58 , "4FGL J2153.1-0041" , "1.95" , "2WHSPJ215305.2-004229"
1857 , "3HSPJ215355.1-295444" , "" , "21 53 55.8" , "-29 54 43.99" , "15.4" , "0.23" , "-12.3" , 0.2 , "" , "" , "2WHSPJ215355.8-295443"
1858 , "3HSPJ215412.8+000423" , "" , "21 54 12.79" , "+00 04 23.01" , "4.3" , "0.01" , "-13.4" , 0.02 , "" , "" , ""
1859 , "3HSPJ215511.6-253755" , "" , "21 55 11.64" , "-25 37 54.98" , "12.2" , "0.15" , "-12.3?" , 0.2 , "" , "" , "2WHSPJ215511.5-253754"
1860 , "3HSPJ215601.6+181837" , "" , "21 56 01.63" , "+18 18 37.0" , "33.3" , "0.51" , "-11.7" , 0.79 , "4FGL J2156.0+1818" , "1.91" , "2WHSPJ215601.6+181837"
1861 , "3HSPJ215852.0-301332" , "5BZBJ2158-3013" , "21 58 52.04" , "-30 13 32.01" , "479.2" , "72.89" , "-9.9" , 50.12 , "4FGL J2158.8-3013" , "1.83" , "2WHSPJ215852.0-301332"
1862 , "3HSPJ215910.9-284116" , "5BZUJ2159-2841" , "21 59 10.91" , "-28 41 16.0" , "20.3" , "" , "-12.3" , 0.2 , "4FGL J2159.1-2840" , "1.94" , ""
1863 , "3HSPJ215936.1-461953" , "" , "21 59 36.13" , "-46 19 53.0" , "" , "" , "-12.2" , 0.25 , "4FGL J2159.6-4620" , "1.68" , ""
1864 , "3HSPJ220031.3+003541" , "" , "22 00 31.31" , "+00 35 40.99" , "5.1" , "0.16" , "-12.5" , 0.13 , "" , "" , "2WHSPJ220031.3+003540"
1865 , "3HSPJ220107.3-590640" , "" , "22 01 07.32" , "-59 06 39.99" , "34.2" , "0.34" , "-11.8" , 0.63 , "1BIGB_J220107.3-590639" , "1.85" , "2WHSPJ220107.3-590639"
1866 , "3HSPJ220123.8+294934" , "" , "22 01 23.81" , "+29 49 33.99" , "6.8" , "0.24" , "-12.4" , 0.16 , "FL8Y J2201.6+2953" , "" , "2WHSPJ220123.8+294933"
1867 , "3HSPJ220146.9-145439" , "" , "22 01 46.93" , "-14 54 38.98" , "35.1" , "0.11" , "-12.4" , 0.16 , "" , "" , "2WHSPJ220146.9-145438"
1868 , "3HSPJ220155.8-170700" , "5BZBJ2201-1707" , "22 01 55.83" , "-17 07 00.01" , "4.8" , "0.4" , "-12" , 0.4 , "1BIGB_J220155.8-170700" , "2.2" , "2WHSPJ220155.8-170700"
1869 , "3HSPJ220214.9+104130" , "" , "22 02 14.88" , "+10 41 30.01" , "2.8" , "" , "-12.4" , 0.16 , "" , "" , ""
1870 , "3HSPJ220451.0-181536" , "" , "22 04 51.3" , "-18 15 36.0" , "38.6" , "0.17" , "-11.9" , 0.5 , "" , "" , "2WHSPJ220451.3-181536"
1871 , "3HSPJ220704.1+222231" , "" , "22 07 04.11" , "+22 22 31.0" , "5.4" , "" , "-12.4" , 0.16 , "4FGL J2207.1+2222" , "1.86" , ""
1872 , "3HSPJ220941.7-045110" , "" , "22 09 41.69" , "-04 51 10.0" , "25" , "0.11" , "-12" , 0.4 , "4FGL J2209.7-0451" , "1.27" , "2WHSPJ220941.5-045110"
1873 , "3HSPJ221029.7+362159" , "" , "22 10 29.68" , "+36 21 59.0" , "28.7" , "0.4" , "-12" , 0.4 , "1BIGB_J221029.5+362159" , "2.08" , "2WHSPJ221029.5+362159"
